vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0417100	0	1	1	0
PF3D7_0800400	0	0	1	1
PF3D7_0813900	2083	2573	904	985
PF3D7_1140200	695	745	1175	1228
PF3D7_1469600	78	35	244	297
PF3D7_0719600	1843	2029	784	950
PF3D7_1313300	24	27	30	33
PF3D7_1333100	5	1	12	29
PF3D7_0902400	49	33	48	71
PF3D7_0106200	32	20	31	35
PF3D7_0806600	25	25	15	9
PF3D7_1036300	0	3	3	5
PF3D7_1209200	130	126	147	204
PF3D7_1105100	2300	4369	7240	5865
PF3D7_0526500	37	33	74	79
PF3D7_0308200	1035	820	638	739
PF3D7_0622300	34	42	46	51
PF3D7_1447700	72	83	37	47
PF3D7_1033000	82	77	116	117
PF3D7_1141900	1	1	11	6
PF3D7_1134300	103	76	189	176
PF3D7_1026300	110	124	130	164
PF3D7_1351600	38	90	49	37
PF3D7_0322100	254	217	229	295
PF3D7_1406200	505	378	755	834
PF3D7_1445500	31	49	56	50
PF3D7_0611900	159	196	122	133
PF3D7_0505200	180	203	96	130
PF3D7_0413000	0	0	0	0
PF3D7_1412900	386	529	787	900
PF3D7_0509200	8	8	0	2
PF3D7_1454500	133	187	150	146
PF3D7_0900600	0	0	0	0
PF3D7_API02700	0	0	0	0
PF3D7_0827600	193	146	183	214
PF3D7_0404800	17	60	28	30
PF3D7_1031600	315	320	392	475
PF3D7_0307900	41	16	33	43
PF3D7_0522400	109	65	124	143
PF3D7_0313400	41	35	45	58
PF3D7_1448600	94	51	156	172
PF3D7_1230200	250	287	373	381
PF3D7_1461700	15	13	21	11
PF3D7_0406500	393	300	1064	1193
PF3D7_0109850	121	199	76	58
PF3D7_0407900	75	80	165	222
PF3D7_1364900	86	80	114	128
PF3D7_0216400	98	51	65	75
PF3D7_0922000	17	25	11	15
PF3D7_0529700	57	76	26	27
PF3D7_0216800	98	171	59	56
PF3D7_1205900	210	174	413	391
PF3D7_1200200	0	0	0	0
PF3D7_1019000	377	357	433	497
PF3D7_0623300	349	515	343	366
PF3D7_0714700	0	0	0	0
PF3D7_1226100	10	9	423	472
PF3D7_0100400	0	0	1	0
PF3D7_0300900	5	1	3	6
PF3D7_1241300	12	15	20	24
PF3D7_0915500	4	4	3	5
PF3D7_1473100	150	160	179	213
PF3D7_1440900	20	25	12	18
PF3D7_0904000	468	547	469	474
PF3D7_1123100	209	151	694	813
PF3D7_1425500	1	5	3	4
PF3D7_1454700	1070	994	816	910
PF3D7_1008400	1556	1896	2451	2624
PF3D7_1306500	0	6	5	4
PF3D7_1357600	33	32	17	26
PF3D7_1105200	24	43	20	20
PF3D7_1453400	51	28	22	38
PF3D7_1404500	106	96	162	216
PF3D7_0833100	0	0	0	0
PF3D7_1435500	137	150	127	115
PF3D7_1125700	68	72	202	229
PF3D7_1231100	495	615	449	522
PF3D7_0807300	152	191	194	208
PF3D7_1429100	422	551	708	731
PF3D7_1124000	324	419	410	461
PF3D7_1219600	728	806	695	891
PF3D7_1413700	42	32	63	93
PF3D7_1103000	4	9	3	3
PF3D7_1020400	54	54	83	64
PF3D7_0523400	306	269	389	411
PF3D7_0619300	128	90	98	120
PF3D7_0631700	0	0	0	0
PF3D7_0631800	0	0	0	0
PF3D7_0812000	35	22	34	47
PF3D7_0313300	68	76	56	61
PF3D7_1368600	85	79	71	95
PF3D7_1309600	24	52	46	49
PF3D7_0304200	149	251	457	496
PF3D7_0310600	379	373	206	227
PF3D7_0316400	113	159	200	225
PF3D7_1129100	2451	1940	2540	3095
PF3D7_0221500	15	1	20	26
PF3D7_0615500	529	713	692	594
PF3D7_0821900	160	197	118	131
PF3D7_1406900	46	69	56	62
PF3D7_0812400	1292	1316	1143	1197
PF3D7_1120000	556	616	939	975
PF3D7_1226700	92	100	171	251
PF3D7_1303500	331	340	456	596
PF3D7_0608900	90	94	66	83
PF3D7_0610400	1368	2195	4083	3480
PF3D7_1474800	662	883	512	518
PF3D7_0916500	275	414	339	354
PF3D7_0818700	241	293	353	379
PF3D7_1418200	56	78	65	113
PF3D7_1201100	28	9	948	1183
PF3D7_1307900	52	30	11	18
PF3D7_0918500	856	2417	508	546
PF3D7_1008100	345	218	233	373
PF3D7_1002800	67	72	101	124
PF3D7_0317600	1936	1909	795	804
PF3D7_1203000	471	520	758	834
PF3D7_0322300	326	418	388	436
PF3D7_1108900	25	19	19	28
PF3D7_1329400	301	315	284	318
PF3D7_1301200	0	1	0	3
PF3D7_1105500	291	412	235	255
PF3D7_1355400	1	1	1	0
PF3D7_1136100	14	10	3	4
PF3D7_1325900	123	110	122	139
PF3D7_1104700	243	326	209	212
PF3D7_1004100	10	12	8	4
PF3D7_1369900	0	0	0	0
PF3D7_1211500	95	112	125	141
PF3D7_1446900	353	293	210	284
PF3D7_1354800	40	28	86	125
PF3D7_1322200	301	250	228	263
PF3D7_0216700	364	344	819	905
PF3D7_1239400	2	6	1	3
PF3D7_0818100	21	44	127	151
PF3D7_0105100	90	92	46	55
PF3D7_1240400	6	5	6	3
PF3D7_1339800	27	29	15	11
PF3D7_1315800	136	207	42	71
PF3D7_API05900	0	0	0	0
PF3D7_1318900	5	1	13	11
PF3D7_0727700	48	53	53	85
PF3D7_0109200	104	116	159	172
PF3D7_0504900	132	217	175	202
PF3D7_0917700	0	2	4	2
PF3D7_1209100	2	8	22	26
PF3D7_1202400	208	242	218	237
PF3D7_1470700	172	220	146	127
PF3D7_0818200	6943	8072	4288	4540
PF3D7_0302100	547	425	348	393
PF3D7_1035200	0	0	0	0
PF3D7_0631000	2	1	1	1
PF3D7_0511100	6	34	3	6
PF3D7_0627700	698	624	574	766
PF3D7_1474700	34	52	21	26
PF3D7_1012100	157	148	111	150
PF3D7_0831400	953	307	462	712
PF3D7_0530600	60	50	43	68
PF3D7_1402800	168	174	435	513
PF3D7_0409200	308	368	370	384
PF3D7_0906000	54	35	44	68
PF3D7_1428000	22	33	7	8
PF3D7_1370500	456	908	3699	4558
PF3D7_1407400	94	135	86	104
PF3D7_0210800	37	36	33	41
PF3D7_1309900	29	21	9	15
PF3D7_0703500	850	665	647	800
PF3D7_0312600	0	0	0	1
PF3D7_1105700	560	712	839	852
PF3D7_0421000	0	0	0	0
PF3D7_0703700	262	266	207	256
PF3D7_1457900	94	70	55	76
PF3D7_0526700	86	102	119	135
PF3D7_1447800	21	26	12	18
PF3D7_1343000	19408	26838	13133	13931
PF3D7_0417800	304	332	558	539
PF3D7_0923400	192	178	193	279
PF3D7_API03500	0	0	0	0
PF3D7_1329900	11	15	21	17
PF3D7_0603600	21	13	26	37
PF3D7_0200100	18	13	13	10
PF3D7_0916800	82	70	48	54
PF3D7_0925800	170	138	156	179
PF3D7_1416700	26	20	35	34
PF3D7_1113400	895	1182	845	836
PF3D7_1330400	663	753	496	501
PF3D7_1409600	58	54	78	79
PF3D7_1353000	454	451	690	833
PF3D7_0613900	91	93	87	107
PF3D7_1039700	40	14	47	49
PF3D7_0901200	0	0	0	0
PF3D7_0522500	93	145	126	125
PF3D7_1413100	18	23	8	9
PF3D7_1232900	87	50	45	57
PF3D7_1325200	67	179	75	57
PF3D7_0709200	31	34	25	41
PF3D7_1367200	1	0	0	2
PF3D7_0730200	38	32	47	55
PF3D7_1417400	26	31	56	68
PF3D7_1443700	113	141	110	114
PF3D7_0823200	935	661	1030	1183
PF3D7_0113700	75	70	540	713
PF3D7_1415200	30	27	57	68
PF3D7_1323800	46	47	40	46
PF3D7_0802600	139	116	279	324
PF3D7_1014600	1066	844	755	973
PF3D7_1441500	231	293	314	314
PF3D7_0700400	6	1	5	7
PF3D7_1036700	90	107	79	103
PF3D7_1309400	224	185	215	273
PF3D7_0916300	58	107	71	84
PF3D7_1216700	140	200	65	63
PF3D7_1439300	88	71	66	94
PF3D7_1230300	11	22	34	38
PF3D7_1315700	163	97	142	184
PF3D7_1432900	40	69	50	48
PF3D7_1450400	149	127	102	116
PF3D7_1339300	651	710	638	680
PF3D7_1468900	104	87	94	113
PF3D7_0605100	350	613	58	76
PF3D7_1363200	76	65	44	40
PF3D7_0629800	217	162	126	161
PF3D7_0813000	211	176	353	375
PF3D7_1334400	6	3	41	32
PF3D7_0823500	3	26	23	35
PF3D7_0401400	0	0	0	0
PF3D7_0425800	0	0	1	0
PF3D7_1020900	991	1373	846	968
PF3D7_1034900	2074	1834	1169	1289
PF3D7_1340200	0	0	0	0
PF3D7_0421500	6	4	6	9
PF3D7_1254500	0	0	0	0
PF3D7_0202600	75	81	114	138
PF3D7_0919500	41	114	19	10
PF3D7_0913500	171	159	81	101
PF3D7_0631200	2	0	2	4
PF3D7_0531000	69	93	121	135
PF3D7_1326900	43	40	49	39
PF3D7_1110400	1018	551	595	808
PF3D7_0420300	173	111	332	484
PF3D7_1465300	158	165	95	114
PF3D7_0319100	230	302	336	371
PF3D7_0400800	0	0	1	0
PF3D7_1417900	130	137	183	221
PF3D7_1317400	166	137	79	103
PF3D7_0716600	42	52	59	59
PF3D7_0703200	256	224	213	306
PF3D7_1118300	650	488	770	925
PF3D7_0922900	7	10	8	18
PF3D7_0406600	10	1	19	21
PF3D7_1246700	189	204	104	123
PF3D7_1123600	106	82	181	246
PF3D7_1349800	29	16	26	26
PF3D7_1306400	1172	1019	955	1123
PF3D7_0402900	1	1	0	2
PF3D7_1437900	1937	1377	1805	2128
PF3D7_0206500	99	52	80	114
PF3D7_1328300	651	892	773	947
PF3D7_0926400	191	209	237	247
PF3D7_1229800	27	39	15	28
PF3D7_0910200	190	134	295	357
PF3D7_0608500	1461	1686	749	911
PF3D7_1006300	0	1	2	1
PF3D7_0722700	124	159	157	143
PF3D7_0407700	151	188	256	320
PF3D7_0931200	32	38	22	18
PF3D7_1447900	200	142	99	133
PF3D7_0703000	33	23	21	14
PF3D7_0704600	727	487	598	687
PF3D7_1316500	176	157	155	208
PF3D7_0501200	966	575	1448	1669
PF3D7_0901400	0	0	0	0
PF3D7_1325700	64	65	34	42
PF3D7_1348800	3	12	5	5
PF3D7_1407000	15	74	16	17
PF3D7_1111000	50	57	18	27
PF3D7_1236400	165	151	107	165
PF3D7_1129700	69	61	66	82
PF3D7_1249900	494	617	833	941
PF3D7_0931800	1015	1205	620	645
PF3D7_1438900	1221	953	473	587
PF3D7_0831600	98	120	146	165
PF3D7_0807100	81	77	139	182
PF3D7_0419400	67	66	75	88
PF3D7_0222700	0	0	1	0
PF3D7_1474000	11	9	257	343
PF3D7_0531400	30	32	27	42
PF3D7_0713500	35	62	41	49
PF3D7_0612100	643	538	307	347
PF3D7_1245500	98	105	95	109
PF3D7_1206600	169	156	219	277
PF3D7_0518800	1	0	0	0
PF3D7_0902000	34	24	110	146
PF3D7_0105400	50	64	40	33
PF3D7_1103600	63	111	106	105
PF3D7_1341400	0	0	0	0
PF3D7_0531100	26	24	28	31
PF3D7_1440600	14	9	12	10
PF3D7_0726800	32	26	19	23
PF3D7_0319400	199	161	190	244
PF3D7_0632100	0	0	0	1
PF3D7_1107900	40	52	21	38
PF3D7_0216300	50	41	43	60
PF3D7_0107800	188	150	135	185
PF3D7_1300700	0	0	2	1
PF3D7_0100900	0	0	0	0
PF3D7_0221600	1	0	0	0
PF3D7_0805500	49	55	59	66
PF3D7_1127200	1	0	4	2
PF3D7_1410100	2	3	4	2
PF3D7_1308300	1000	1310	554	620
PF3D7_0727000	176	138	177	183
PF3D7_0829500	8	2	23	18
PF3D7_0807900	499	660	610	661
PF3D7_1437000	312	315	319	357
PF3D7_1348000	10	2	9	9
PF3D7_1447500	2	4	11	15
PF3D7_API01100	0	0	0	0
PF3D7_0317400	32	64	57	54
PF3D7_1405700	22	18	37	60
PF3D7_1450800	51	66	59	50
PF3D7_0905800	70	77	98	129
PF3D7_1115600	1041	1182	1393	1237
PF3D7_1108300	79	47	40	43
PF3D7_0714800	0	0	0	0
PF3D7_0402500	4	2	4	6
PF3D7_1230000	135	151	157	173
PF3D7_1203400	272	352	216	231
PF3D7_0928200	199	224	219	232
PF3D7_1231700	33	30	37	47
PF3D7_0112700	13	6	18	11
PF3D7_0628600	116	148	216	241
PF3D7_1471300	205	140	126	145
PF3D7_1358100	203	202	207	316
PF3D7_0821300	122	88	129	124
PF3D7_0627600	15	29	70	73
PF3D7_1019300	139	77	242	312
PF3D7_API03700	0	0	0	0
PF3D7_1325400	185	132	155	194
PF3D7_0515100	68	84	52	79
PF3D7_1003000	45	50	34	50
PF3D7_1324100	252	287	199	236
PF3D7_0707300	436	481	284	299
PF3D7_0723100	2	2	0	0
PF3D7_0708000	78	104	70	88
PF3D7_1401050	0	0	0	4
PF3D7_0712800	0	0	0	0
PF3D7_0819200	21	28	17	25
PF3D7_1011200	55	80	45	58
PF3D7_0319900	9	21	19	23
malmito_rna_RNA12	2	6	1	0
PF3D7_1362700	145	160	1050	1308
PF3D7_1321000	1	1	0	0
PF3D7_1316300	0	3	2	1
PF3D7_0324200	0	0	0	0
PF3D7_1322600	39	55	21	23
PF3D7_1428600	183	166	118	108
PF3D7_0216900	17	20	16	24
